"","state","account.length","area.code","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.day.charge","total.eve.minutes","total.eve.calls","total.eve.charge","total.night.minutes","total.night.calls","total.night.charge","total.intl.minutes","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"131","30",0.436274509803922,0.0686274509803922,"1","1",0,0.378511235955056,0.428571428571429,0.378562577447336,0.561851851851852,0.622641509433962,0.561655773420479,0.30185873605948,0.721153846153846,0.301652892561983,0.539568345323741,0.111111111111111,0.538666666666667,1,"1"
"132","5",0.362745098039216,0,"1","1",0,0.451544943820225,0.742857142857143,0.451466336224701,0.341481481481481,0.358490566037736,0.34161220043573,0.71003717472119,0.307692307692308,0.709917355371901,0.194244604316547,0.444444444444444,0.194666666666667,0.333333333333333,"1"
"133","32",0.377450980392157,0.0686274509803922,"1","1",0,0.67872191011236,0.647619047619048,0.678645187938868,0.608888888888889,0.867924528301887,0.608714596949891,0.727509293680297,0.692307692307692,0.727272727272727,0.438848920863309,0.222222222222222,0.44,0.333333333333333,"1"
"135","3",0.794117647058823,0,"1","1",0,0.55933988764045,0.59047619047619,0.559273027674515,0.505925925925926,0.754716981132076,0.505882352941176,0.523048327137546,0.307692307692308,0.523140495867768,0.410071942446043,1,0.410666666666667,0.333333333333333,"1"
"136","2",0.441176470588235,1,"2","1",0,0.32373595505618,0.619047619047619,0.323626600578273,0.397407407407407,0.330188679245283,0.397385620915033,0.674721189591078,0.788461538461538,0.674380165289256,0.561151079136691,0.222222222222222,0.56,1,"1"
"138","10",0.441176470588235,1,"1","1",0,0.580758426966292,0.561904761904762,0.580751755472945,0.533703703703704,0.613207547169811,0.533769063180828,0.482899628252788,0.778846153846154,0.482644628099174,0.618705035971223,0.222222222222222,0.618666666666667,1,"1"
"139","1",0.617647058823529,1,"1","2",0.72,0.510884831460674,0.666666666666667,0.510739363899215,0.225185185185185,0.264150943396226,0.225272331154684,0.73457249070632,0.221153846153846,0.734710743801653,0.561151079136691,0.777777777777778,0.56,0.333333333333333,"1"
"140","34",0.549019607843137,0.0686274509803922,"1","2",0.46,0.587429775280899,0.514285714285714,0.587360594795539,0.318518518518519,0.113207547169811,0.318518518518519,0.345353159851301,0.105769230769231,0.345454545454545,0.489208633093525,0.444444444444444,0.488,0.666666666666667,"1"
"141","9",0.534313725490196,1,"1","1",0,0.389044943820225,0.647619047619048,0.38909541511772,0.779259259259259,0.339622641509434,0.779084967320261,0.47546468401487,0.615384615384615,0.475206611570248,0.647482014388489,0.222222222222222,0.648,0.333333333333333,"1"
"142","21",0.583333333333333,0.0686274509803922,"1","2",0.78,0.570926966292135,0.2,0.570838496489054,0.571851851851852,0.462264150943396,0.571677559912854,0.699256505576208,0.653846153846154,0.699173553719008,0.510791366906475,0.333333333333333,0.512,0,"1"
"143","23",0.764705882352941,0.0686274509803922,"1","2",0.56,0.543890449438202,0.571428571428571,0.543783560512185,0.47962962962963,0.245283018867925,0.479738562091503,0.163568773234201,0.875,0.163636363636364,0.244604316546763,0.444444444444444,0.245333333333333,1,"1"
"144","47",0.5,1,"1","1",0,0.73314606741573,0,0.733168112350268,0.47962962962963,0.339622641509434,0.479738562091503,0.501115241635688,0.461538461538462,0.500826446280992,0.597122302158273,0.333333333333333,0.597333333333333,0.333333333333333,"1"
"145","47",0.568627450980392,0,"2","1",0,0.45435393258427,0.371428571428571,0.454357703428335,0.412962962962963,0.367924528301887,0.413071895424837,0.682899628252788,0.807692307692308,0.682644628099174,0.76978417266187,0.666666666666667,0.770666666666667,0.666666666666667,"2"
"146","23",0.681372549019608,0.0686274509803922,"1","1",0,0.68188202247191,0.514285714285714,0.681743081371334,0.348518518518519,0.433962264150943,0.348583877995643,0.166171003717472,0.480769230769231,0.166115702479339,0.784172661870504,0.555555555555556,0.784,1,"1"
"147","48",0.617647058823529,0,"1","1",0,0.382724719101124,0.419047619047619,0.382693102023957,0.509259259259259,0.283018867924528,0.509368191721133,0.511895910780669,0.596153846153846,0.511570247933884,0.741007194244604,0.222222222222222,0.741333333333333,0.333333333333333,"1"
"148","45",0.401960784313726,0,"2","1",0,0.820926966292135,0.380952380952381,0.82094175960347,0.556666666666667,0.735849056603774,0.556862745098039,0.205947955390335,0.548076923076923,0.205785123966942,0.597122302158273,0.333333333333333,0.597333333333333,0.333333333333333,"1"
"149","19",0.588235294117647,0,"1","1",0,0.504915730337079,0.704761904761905,0.504956629491945,0.564444444444444,0.471698113207547,0.564270152505447,0.356505576208178,0.528846153846154,0.356198347107438,0.366906474820144,0.444444444444444,0.368,0.333333333333333,"1"
"150","40",0.705882352941177,0,"1","2",0.86,0.772471910112359,0.476190476190476,0.77240809582817,0.355925925925926,0.443396226415094,0.35599128540305,0.822304832713755,0.365384615384615,0.822314049586777,0.553956834532374,0.333333333333333,0.554666666666667,0.666666666666667,"1"
"151","13",0.549019607843137,0,"1","1",0,0.54810393258427,0.495238095238095,0.548120611317637,0.575555555555556,0.726415094339623,0.575599128540305,0.396282527881041,0.182692307692308,0.395867768595041,0.517985611510791,0.555555555555556,0.517333333333333,0.333333333333333,"1"
"152","30",0.568627450980392,0.0686274509803922,"1","1",0,0.228581460674157,0.685714285714286,0.228624535315985,0.521111111111111,0.405660377358491,0.521132897603486,0.86728624535316,0.548076923076923,0.867768595041322,0.482014388489209,0.666666666666667,0.482666666666667,0.333333333333333,"1"
"153","36",0.313725490196078,0,"1","1",0,0.527387640449438,0.657142857142857,0.5272614622057,0.339259259259259,0.650943396226415,0.339433551198257,0.600743494423792,0.365384615384615,0.600826446280992,0.294964028776978,0.555555555555556,0.296,0.333333333333333,"1"
"156","19",0.735294117647059,0,"1","1",0,0.495084269662921,0.657142857142857,0.495043370508054,0.837407407407407,0.849056603773585,0.837472766884532,0.744237918215613,0.509615384615385,0.744628099173554,0.460431654676259,0.333333333333333,0.461333333333333,0,"1"
"158","46",0.676470588235294,1,"1","2",0.46,0.420997191011236,0.780952380952381,0.420900454357703,0.67037037037037,0.452830188679245,0.670588235294118,0.719330855018587,0.615384615384615,0.71900826446281,0.741007194244604,0.111111111111111,0.741333333333333,0,"1"
"159","25",0.0245098039215686,1,"1","1",0,0.512289325842696,0.666666666666667,0.512185047501033,0.706296296296296,0.226415094339623,0.706318082788671,0.419702602230483,0.298076923076923,0.419834710743802,0.489208633093525,0.111111111111111,0.488,0.333333333333333,"1"
"160","10",0.558823529411765,1,"1","2",0.48,0.366573033707865,0.733333333333333,0.366584056175134,0.434814814814815,0.764150943396226,0.434858387799564,0.368401486988848,0.634615384615385,0.368595041322314,0.446043165467626,0.333333333333333,0.445333333333333,0.333333333333333,"1"
"161","41",0.42156862745098,0.0686274509803922,"1","1",0,0.346207865168539,0.476190476190476,0.346137959520859,0.393333333333333,0.566037735849057,0.393464052287582,0.266914498141264,0.509615384615385,0.266942148760331,0.266187050359712,0.444444444444444,0.266666666666667,0,"1"
"162","46",0.686274509803922,0.0686274509803922,"1","1",0,0.629915730337079,0.6,0.629904997934738,0.65,0.594339622641509,0.650108932461874,0.69814126394052,0.528846153846154,0.698347107438016,0.618705035971223,0.555555555555556,0.618666666666667,0,"1"
"163","13",0.686274509803922,1,"1","2",0.72,0.525983146067416,0.495238095238095,0.526022304832714,0.64962962962963,0.641509433962264,0.649673202614379,0.608921933085502,0.548076923076923,0.609090909090909,0.510791366906475,0.444444444444444,0.512,1,"1"
"164","23",0.299019607843137,0.0686274509803922,"1","1",0,0.214887640449438,0.533333333333333,0.214787277984304,0.257037037037037,0.69811320754717,0.257080610021787,0.635315985130111,0.326923076923077,0.635537190082645,0.633093525179856,0,0.632,0.333333333333333,"1"
"165","37",0.71078431372549,0.0686274509803922,"1","1",0,0.591994382022472,0.990476190476191,0.591904171829822,0.305925925925926,0.386792452830189,0.305882352941176,0.377323420074349,0.413461538461538,0.376859504132231,0.194244604316547,0.222222222222222,0.194666666666667,0.333333333333333,"1"
"166","9",0.446078431372549,0.0686274509803922,"1","2",0.66,0.721207865168539,0.428571428571429,0.721189591078067,0.547407407407407,0.415094339622642,0.547276688453159,0.605947955390335,0.538461538461538,0.605785123966942,0.625899280575539,0.111111111111111,0.626666666666667,0.666666666666667,"1"
"167","11",0.901960784313726,1,"1","2",0.62,0.534058988764045,0.752380952380952,0.534076827757125,0.36037037037037,0.80188679245283,0.360348583877996,0.740148698884758,0.75,0.740495867768595,0.294964028776978,0.222222222222222,0.296,0.333333333333333,"1"
"168","8",0.720588235294118,0.0686274509803922,"1","1",0,0.57689606741573,0.523809523809524,0.576827757125155,0.656296296296296,0.754716981132076,0.656209150326797,0.727137546468402,0.403846153846154,0.727272727272727,0.539568345323741,0.222222222222222,0.538666666666667,0.333333333333333,"1"
"169","4",0.455882352941176,0,"1","2",0.76,0.464887640449438,0.733333333333333,0.46489054109872,0.471481481481482,0.641509433962264,0.471459694989107,0.149442379182156,0.240384615384615,0.149586776859504,0.676258992805755,0.333333333333333,0.677333333333333,0.333333333333333,"1"
"170","2",0.151960784313725,1,"1","1",0,0.678370786516854,0.380952380952381,0.678232135481206,0.44962962962963,0.39622641509434,0.449673202614379,0.328252788104089,0.0480769230769231,0.328099173553719,0.20863309352518,0.111111111111111,0.208,0,"1"
"171","6",0.32843137254902,0,"1","1",0,0.700140449438202,0.552380952380952,0.700123915737299,0.583333333333333,0.537735849056604,0.583442265795207,0.117843866171004,0.298076923076923,0.117355371900826,0.705035971223022,0.111111111111111,0.704,0.333333333333333,"1"
"172","31",0.308823529411765,0,"1","2",0.54,0.507022471910112,0.419047619047619,0.507021891780256,0.384074074074074,0.471698113207547,0.383877995642701,0.368029739776952,0.365384615384615,0.367768595041322,0.517985611510791,0.444444444444444,0.517333333333333,0.666666666666667,"1"
"173","33",0.117647058823529,0.0686274509803922,"1","1",0,0.286516853932584,0.380952380952381,0.286451879388682,0.538888888888889,0.5,0.538997821350763,0.755390334572491,0.365384615384615,0.755371900826446,0.510791366906475,0.333333333333333,0.512,1,"1"
"174","38",0.313725490196078,0.0686274509803922,"1","1",0,0.277738764044944,0.380952380952381,0.277777777777778,0.418148148148148,0.424528301886792,0.418300653594771,0.433828996282528,0.980769230769231,0.433884297520661,0.76978417266187,0.111111111111111,0.770666666666667,0.333333333333333,"1"
"175","19",0.872549019607843,0,"1","1",0,0.637289325842697,0.428571428571429,0.637133415943825,0.308888888888889,0.726415094339623,0.308932461873638,0.66542750929368,0.538461538461538,0.665289256198347,0.194244604316547,0.444444444444444,0.194666666666667,0,"1"
"176","30",0.455882352941176,0.0686274509803922,"1","1",0,0.754564606741573,0.542857142857143,0.754440313919868,0.381481481481481,0.726415094339623,0.381699346405229,0.391078066914498,0.557692307692308,0.390909090909091,0.553956834532374,0.666666666666667,0.554666666666667,0.666666666666667,"1"
"177","24",0.299019607843137,0.0686274509803922,"1","1",0,0.384129213483146,0.419047619047619,0.384138785625774,0.460740740740741,0.556603773584906,0.460566448801743,0.481412639405204,0.644230769230769,0.48099173553719,0.633093525179856,0.222222222222222,0.632,0,"1"
"178","23",0.617647058823529,0.0686274509803922,"1","1",0,0.577247191011236,0.533333333333333,0.577240809582817,0.605185185185185,0.358490566037736,0.605228758169935,0.481412639405204,0.625,0.48099173553719,0.58273381294964,0.222222222222222,0.584,0.666666666666667,"1"
"179","3",0.563725490196078,0,"1","1",0,0.476825842696629,0.438095238095238,0.476869062370921,0.474444444444444,0.264150943396226,0.474509803921569,0.528996282527881,0.615384615384615,0.528925619834711,0.920863309352518,1,0.92,1,"1"
"184","31",0.0882352941176471,0,"1","1",0,0.521067415730337,0.485714285714286,0.521065675340768,0.697407407407407,0.0849056603773585,0.69760348583878,0.551301115241636,0.759615384615385,0.551239669421488,0.805755395683453,0.666666666666667,0.805333333333333,0.666666666666667,"1"
"185","46",0.82843137254902,1,"2","1",0,0.780196629213483,0.2,0.780049566294919,0.662962962962963,0.69811320754717,0.66318082788671,0.255390334572491,0.701923076923077,0.255371900826446,0.359712230215827,0.222222222222222,0.36,1,"1"
"188","4",0.450980392156863,0.0686274509803922,"1","1",0,0.821278089887641,0.228571428571429,0.821148285832301,0.605185185185185,0.566037735849057,0.605228758169935,0.0431226765799256,0.701923076923077,0.0429752066115702,0.539568345323741,0.222222222222222,0.538666666666667,0.666666666666667,"1"
"189","51",0.799019607843137,1,"1","1",0,0.431530898876404,0.60952380952381,0.431433292028088,0.36,0.735849056603774,0.359912854030501,0.451301115241636,0.615384615384615,0.451239669421488,0.402877697841727,0.222222222222222,0.402666666666667,0.333333333333333,"1"
"190","48",0.245098039215686,0,"1","1",0,0.683637640449438,0.59047619047619,0.683601817430814,0.44962962962963,0.443396226415094,0.449673202614379,0.615241635687732,0.567307692307692,0.614876033057851,0.410071942446043,0.222222222222222,0.410666666666667,0.333333333333333,"1"
"191","6",0.519607843137255,0.0686274509803922,"1","1",0,0.337429775280899,0.361904761904762,0.337463857909955,0.424074074074074,0.433962264150943,0.4239651416122,0.172862453531599,0.644230769230769,0.172727272727273,0.39568345323741,0.333333333333333,0.394666666666667,0,"1"
"192","44",0.632352941176471,0.0686274509803922,"1","1",0,0.48876404494382,0.59047619047619,0.488641057414292,0.0914814814814815,0.528301886792453,0.0915032679738562,0.640520446096654,0.201923076923077,0.640495867768595,0.438848920863309,0.111111111111111,0.44,0.333333333333333,"1"
"193","18",0.387254901960784,0,"1","1",0,0.604634831460674,0.257142857142857,0.604502271788517,0.478148148148148,0.273584905660377,0.477995642701525,0.529739776951673,0.682692307692308,0.529752066115702,0.388489208633094,0.333333333333333,0.389333333333333,0.666666666666667,"1"
"194","27",0.455882352941176,0.0686274509803922,"1","1",0,0.350421348314607,0.676190476190476,0.350475010326311,0.508148148148148,0.377358490566038,0.508061002178649,0.313382899628253,0.798076923076923,0.313223140495868,0.719424460431655,0.111111111111111,0.72,0,"1"
"195","37",0.573529411764706,0,"1","2",0.46,0.884129213483146,0.0476190476190476,0.884138785625775,0.372592592592593,0.594339622641509,0.372549019607843,0.198513011152416,0.384615384615385,0.198347107438017,0.438848920863309,0.333333333333333,0.44,0.333333333333333,"1"
"196","21",0.568627450980392,0.0686274509803922,"1","2",0.46,0.563202247191011,0.371428571428571,0.563197026022305,0.411111111111111,0.358490566037736,0.411328976034858,0.426765799256506,0.423076923076923,0.426446280991735,0.244604316546763,0.555555555555556,0.245333333333333,0.333333333333333,"1"
"197","43",0.377450980392157,0.0686274509803922,"1","1",0,0.393258426966292,0.685714285714286,0.393225939694341,0.43037037037037,0.632075471698113,0.430501089324619,0.727881040892193,0.75,0.728099173553719,0.453237410071942,0.777777777777778,0.453333333333333,0,"1"
"200","8",0.303921568627451,0,"1","1",0,0.159058988764045,0.161904761904762,0.159025196199917,0.411111111111111,0.547169811320755,0.411328976034858,0.669144981412639,0.394230769230769,0.669421487603306,0.690647482014388,0.222222222222222,0.690666666666667,0,"1"
"201","24",0.254901960784314,0.0686274509803922,"1","2",0.48,0.379213483146067,0.942857142857143,0.379182156133829,0.572222222222222,0.830188679245283,0.572113289760349,0.684758364312268,0.461538461538462,0.685123966942149,0.697841726618705,0.444444444444444,0.698666666666667,1,"1"
"202","9",0.299019607843137,0,"1","1",0,0.507724719101124,0.514285714285714,0.507641470466749,0.971111111111111,0.424528301886792,0.971241830065359,0.666542750929368,0.798076923076923,0.666942148760331,0.561151079136691,0,0.56,0.666666666666667,"1"
